,date,total_graph_big_buy_percentage,total_graph_big_sale_percentage,finance_sector_big_buy_percentage,finance_sector_big_sale_percentage,oil_sector_big_buy_percentage,oil_sector_big_sale_percentage,services_sector_big_buy_percentage,services_sector_big_sale_percentage,software_industry_big_buy_percentage,software_industry_big_sale_percentage,oil_industry_big_buy_percentage,oil_industry_big_sale_percentage,real_estate_industry_big_buy_percentage,real_estate_industry_big_sale_percentage
54,2012-12-31,0.2651269656551189,0.21636678303941753,0.28437887149453767,0.20908886135826107,0.26143517744721156,0.21491447991531562,0.2743055555555556,0.20968834688346882,0.267127041543352,0.21380028499397127,0.25508966749633033,0.21367030442274554,0.30007953076846605,0.20280345958842827
55,2013-03-31,0.27701788666766874,0.2185566950710495,0.3025879230258792,0.21236083462360836,0.27420850443767386,0.21692939462180422,0.2787103105640858,0.2144098464558075,0.27897381645067443,0.21290663845543506,0.279147773153612,0.21156593577240823,0.3279298178697435,0.20306093258319824
56,2013-06-30,0.2896146866177149,0.2096963388622078,0.315008025682183,0.20142790262172286,0.2922774934154947,0.2115738210008448,0.2876254815264626,0.20602690855266903,0.3008423586040915,0.19865222623345366,0.2889328300077896,0.19875367008209,0.3330041222947441,0.19250257643421503
57,2013-09-30,0.2622464030278574,0.22094453566359615,0.2719359943731317,0.21851591348689994,0.2681758924989972,0.21470116325711994,0.27221768293841564,0.21559275656982158,0.28333972025292203,0.21282812799386855,0.2663316582914573,0.2125873268782939,0.28611636598532736,0.2096617911687353
58,2013-12-31,0.26311362071050404,0.21117174807968328,0.27634792722439144,0.20928802857854947,0.2625522019741838,0.21151290812452544,0.2801206403759491,0.20140630205684826,0.27861013707363724,0.20542829819208525,0.264379471579066,0.21215706157399583,0.29644285962776135,0.19659940859279876
59,2014-03-31,0.26257726878287607,0.21222801924086435,0.2695125780677576,0.2120651756742612,0.2706095756360685,0.20807675784046972,0.2783297336213103,0.2035277177825774,0.2796326061997704,0.19673938002296212,0.266481806349386,0.2053081319676306,0.29056482078687923,0.2066709665530268
60,2014-06-30,0.2623220516630624,0.21329123160813554,0.28272825454847555,0.20488493810750186,0.2684332890491554,0.20988327955968875,0.26401852383687535,0.21472932222860425,0.27103021274614775,0.21167543410455752,0.26320398445624216,0.2078703957090471,0.28935164931315077,0.1958614051973051
61,2014-09-30,0.2516503067824699,0.2181675082168927,0.26141409936164306,0.2158444351928948,0.2534737674924591,0.2157938980368887,0.25703903847945586,0.2174042672132675,0.25458839738227623,0.2175859863209172,0.2618466898954704,0.21329849012775842,0.2733448781137605,0.2043426135606767
62,2014-12-31,0.27397855476924154,0.205557580993952,0.28835022269122734,0.19655798507115257,0.27136879856545126,0.20610568727723538,0.2791648292004478,0.20185555819396858,0.27637006482027104,0.2028466524636236,0.2964181480498806,0.21294773149376492,0.30152312161419487,0.18595430635157414
63,2015-03-31,0.2607509932466822,0.21753431733756715,0.2759708964273499,0.20888653959764933,0.25237847732254637,0.22071817586043252,0.2667322000576242,0.20954866701693134,0.2549436333394936,0.21890593236000738,0.2793795512403055,0.2300633473447398,0.29530904434873706,0.20032592247701084
64,2015-06-30,0.26160489474024007,0.21154753450305178,0.2720438175270108,0.21035414165666266,0.26328384666518945,0.21559937957013073,0.26324881037742,0.20829802490059318,0.25968788357005085,0.21585130633000174,0.262570177062126,0.2284533283978037,0.2759097190234915,0.20793029325963458
65,2015-09-30,0.26759362927547636,0.21956102924118176,0.27410675850193716,0.21923620933521923,0.26720977596741347,0.22061552387417968,0.27172810833796734,0.214353472244938,0.2655856351060419,0.21973340662360863,0.286754192122709,0.23254907058364746,0.2811027332704995,0.21760131950989633
66,2015-12-31,0.2576316952231332,0.21605626196671412,0.2726387828144421,0.21162975275918355,0.25337324734212324,0.22154476018577623,0.2785320875715316,0.20260505361991993,0.2624187256176853,0.21087993064586041,0.2616785946649317,0.24040338321405336,0.27614410905550146,0.21561830574488802
67,2016-03-31,0.25561730300847313,0.2174147419593545,0.26581075350578326,0.2105078450582713,0.26082707093523305,0.21830068198601277,0.2533578396719921,0.21981871593069105,0.2513395031660984,0.21839436744453794,0.2954560574812055,0.23305169316745392,0.2755832841110455,0.20566302421736563
68,2016-06-30,0.25828289244412367,0.21487942382457692,0.26806744790905634,0.21233817469826705,0.26896919589278573,0.20729430590745432,0.25456959850023436,0.21534135291360726,0.2584782608695652,0.2137391304347826,0.29825503355704697,0.22684563758389262,0.2815637527122945,0.20558272957964033
69,2016-09-30,0.24782925697620467,0.21992698757463125,0.25974162693817393,0.21612801347510263,0.23955733458912173,0.22947963268189311,0.2558761368003074,0.21373446906622262,0.2572362897167352,0.21560829024702816,0.2880099743714068,0.22483895546166102,0.26491592669563574,0.21314944266011712
70,2016-12-31,0.2672383570096341,0.20927699635857092,0.2923824533753612,0.19897557131599686,0.2593225912528773,0.21372355584785707,0.2653515119201767,0.2113641556858862,0.26586908809226667,0.2122907432112579,0.294679992550748,0.21429014836426843,0.29327640667846855,0.19296053316671874
71,2017-03-31,0.25484664282495517,0.21054612220634905,0.26930956203975415,0.21169924145949837,0.26194567813064923,0.2024460463766822,0.25294172292066636,0.20767015544683223,0.2542621204049014,0.2108861658675191,0.2934015411513307,0.2143365926309655,0.28055077452667815,0.20001434308663224
72,2017-06-30,0.25064818557331153,0.21392834961601784,0.2627826872582512,0.2094356136536887,0.24673966106423043,0.21823930074156728,0.2553797613759936,0.21102449035854864,0.2672018348623853,0.20225959904858987,0.29891304347826086,0.21474184782608696,0.2776347750425987,0.20302360149367363
73,2017-09-30,0.24328084798768748,0.2100199767326771,0.250688418201033,0.20447136924519596,0.23899035899423476,0.2132406375660094,0.24624969657739298,0.21058338053240552,0.24428902311639947,0.20700304282664972,0.270904467853251,0.2290592081365783,0.26549730146491907,0.1984194294525829
